entryDate,exitDate,signalType,side,strike,expiry,entryLimit,initialStop,target1,trailingStop,finalTarget,exitPrice,profit,capitalAfter
2020-01-03,2020-01-06,BB_reversal,short,12150,09-Jan-2020,23.70,13.70,53.70,43.70,103.70,103.70,6000.00,21000.00
2020-01-06,2020-01-06,BB_reversal,short,11950,09-Jan-2020,36.00,26.00,66.00,56.00,116.00,26.00,-750.00,20250.00
2020-01-07,2020-01-07,BB_reversal,short,12000,09-Jan-2020,17.65,7.65,47.65,37.65,97.65,37.65,1500.00,21750.00
2020-01-10,2020-01-13,BB_reversal,short,12200,16-Jan-2020,39.00,29.00,69.00,59.00,119.00,29.00,-750.00,21000.00
2020-01-31,2020-01-31,breakout,short,11900,06-Feb-2020,97.05,87.05,127.05,117.05,177.05,87.05,-750.00,20250.00
2020-02-01,2020-02-01,breakout,short,11600,06-Feb-2020,81.10,71.10,111.10,101.10,161.10,71.10,-750.00,19500.00
2020-02-10,2020-02-10,breakout,short,12000,13-Feb-2020,34.00,24.00,64.00,54.00,114.00,54.00,1500.00,21000.00
2020-02-17,2020-02-18,breakout,short,12000,20-Feb-2020,20.35,10.35,50.35,40.35,100.35,100.35,6000.00,27000.00
2020-02-24,2020-02-24,breakout,short,11800,27-Feb-2020,65.70,55.70,95.70,85.70,145.70,55.70,-750.00,26250.00
2020-02-26,2020-02-26,breakout,short,11650,27-Feb-2020,17.40,7.40,47.40,37.40,97.40,37.40,1500.00,27750.00
2020-02-28,2020-02-28,breakout,short,11150,05-Mar-2020,142.00,132.00,172.00,162.00,222.00,162.00,1500.00,29250.00
2020-03-02,2020-03-02,breakout,short,11100,05-Mar-2020,120.00,110.00,150.00,140.00,200.00,200.00,6000.00,35250.00
2020-03-06,2020-03-06,breakout,short,10950,12-Mar-2020,139.00,129.00,169.00,159.00,219.00,219.00,6000.00,41250.00
2020-03-09,2020-03-09,BB_reversal,long,10500,12-Mar-2020,112.05,102.05,142.05,132.05,192.05,192.05,6000.00,47250.00
2020-03-09,2020-03-09,breakout,short,10400,12-Mar-2020,105.95,95.95,135.95,125.95,185.95,185.95,6000.00,53250.00
2020-03-16,2020-03-16,breakout,short,9150,19-Mar-2020,398.00,388.00,428.00,418.00,478.00,388.00,-750.00,52500.00
2020-03-17,2020-03-17,breakout,short,8900,19-Mar-2020,270.55,260.55,300.55,290.55,350.55,290.55,1500.00,54000.00
2020-03-18,2020-03-18,breakout,short,8500,19-Mar-2020,197.00,187.00,227.00,217.00,277.00,217.00,1500.00,55500.00
2020-03-23,2020-03-23,breakout,short,7600,26-Mar-2020,359.00,349.00,389.00,379.00,439.00,379.00,1500.00,57000.00
2020-03-30,2020-03-30,breakout,short,8250,01-Apr-2020,227.00,217.00,257.00,247.00,307.00,307.00,6000.00,63000.00
2020-04-17,2020-04-17,breakout,long,9350,23-Apr-2020,151.00,141.00,181.00,171.00,231.00,171.00,1500.00,64500.00
2020-04-22,2020-04-22,breakout,long,9250,23-Apr-2020,41.80,31.80,71.80,61.80,121.80,31.80,-750.00,63750.00
2020-04-27,2020-04-27,breakout,long,9350,30-Apr-2020,90.00,80.00,120.00,110.00,170.00,110.00,1500.00,65250.00
2020-04-28,2020-04-28,breakout,long,9450,30-Apr-2020,59.70,49.70,89.70,79.70,139.70,79.70,1500.00,66750.00
2020-04-29,2020-04-29,breakout,long,9600,30-Apr-2020,15.90,5.90,45.90,35.90,95.90,35.90,1500.00,68250.00
2020-05-13,2020-05-13,breakout,long,9450,14-May-2020,75.00,65.00,105.00,95.00,155.00,155.00,6000.00,74250.00
2020-05-18,2020-05-18,breakout,short,8800,21-May-2020,118.00,108.00,148.00,138.00,198.00,138.00,1500.00,75750.00
2020-05-27,2020-05-27,breakout,long,9350,28-May-2020,25.35,15.35,55.35,45.35,105.35,45.35,1500.00,77250.00
2020-05-29,2020-05-29,breakout,long,9600,04-Jun-2020,62.00,52.00,92.00,82.00,142.00,52.00,-750.00,76500.00
2020-06-02,2020-06-02,breakout,long,10050,04-Jun-2020,50.00,40.00,80.00,70.00,130.00,40.00,-750.00,75750.00
2020-06-03,2020-06-03,breakout,long,10100,04-Jun-2020,38.95,28.95,68.95,58.95,118.95,118.95,6000.00,81750.00
2020-06-05,2020-06-05,breakout,long,10200,11-Jun-2020,109.95,99.95,139.95,129.95,189.95,99.95,-750.00,81000.00
2020-06-10,2020-06-10,breakout,long,10200,11-Jun-2020,29.95,19.95,59.95,49.95,109.95,19.95,-750.00,80250.00
2020-06-16,2020-06-16,breakout,long,9950,18-Jun-2020,68.00,58.00,98.00,88.00,148.00,148.00,6000.00,86250.00
2020-06-19,2020-06-19,breakout,long,10300,25-Jun-2020,99.60,89.60,129.60,119.60,179.60,89.60,-750.00,85500.00
2020-06-23,2020-06-23,breakout,long,10550,25-Jun-2020,37.50,27.50,67.50,57.50,117.50,27.50,-750.00,84750.00
2020-06-26,2020-06-29,breakout,long,10450,02-Jul-2020,72.00,62.00,102.00,92.00,152.00,62.00,-750.00,84000.00
2020-07-01,2020-07-02,breakout,long,10450,02-Jul-2020,33.00,23.00,63.00,53.00,113.00,113.00,6000.00,90000.00
2020-07-06,2020-07-06,breakout,long,10800,09-Jul-2020,69.00,59.00,99.00,89.00,149.00,59.00,-750.00,89250.00
2020-07-13,2020-07-13,breakout,long,10850,16-Jul-2020,60.40,50.40,90.40,80.40,140.40,80.40,1500.00,90750.00
2020-07-17,2020-07-17,breakout,long,11000,23-Jul-2020,64.55,54.55,94.55,84.55,144.55,54.55,-750.00,90000.00
2020-07-20,2020-07-20,breakout,long,11100,23-Jul-2020,44.05,34.05,74.05,64.05,124.05,34.05,-750.00,89250.00
2020-07-21,2020-07-22,breakout,long,11200,23-Jul-2020,48.20,38.20,78.20,68.20,128.20,68.20,1500.00,90750.00
2020-07-28,2020-07-28,breakout,long,11350,30-Jul-2020,35.00,25.00,65.00,55.00,115.00,25.00,-750.00,90000.00
2020-08-03,2020-08-03,BB_reversal,long,10950,06-Aug-2020,71.00,61.00,101.00,91.00,151.00,151.00,6000.00,96000.00
2020-08-04,2020-08-04,breakout,long,11150,06-Aug-2020,32.95,22.95,62.95,52.95,112.95,22.95,-750.00,95250.00
2020-08-10,2020-08-10,breakout,long,11300,13-Aug-2020,62.00,52.00,92.00,82.00,142.00,82.00,1500.00,96750.00
2020-08-11,2020-08-12,breakout,long,11400,13-Aug-2020,27.50,17.50,57.50,47.50,107.50,17.50,-750.00,96000.00
2020-08-17,2020-08-17,breakout,long,11300,20-Aug-2020,52.50,42.50,82.50,72.50,132.50,42.50,-750.00,95250.00
2020-08-18,2020-08-18,breakout,long,11450,20-Aug-2020,26.60,16.60,56.60,46.60,106.60,16.60,-750.00,94500.00
2020-08-24,2020-08-24,breakout,long,11500,27-Aug-2020,49.50,39.50,79.50,69.50,129.50,69.50,1500.00,96000.00
2020-08-26,2020-08-27,breakout,long,11600,27-Aug-2020,10.50,0.50,40.50,30.50,90.50,0.50,-750.00,95250.00
2020-08-28,2020-08-28,breakout,long,11700,03-Sep-2020,58.00,48.00,88.00,78.00,138.00,48.00,-750.00,94500.00
2020-09-01,2020-09-01,breakout,long,11550,03-Sep-2020,45.90,35.90,75.90,65.90,125.90,65.90,1500.00,96000.00
2020-09-02,2020-09-03,breakout,long,11600,03-Sep-2020,13.85,3.85,43.85,33.85,93.85,3.85,-750.00,95250.00
2020-09-08,2020-09-08,breakout,short,11250,10-Sep-2020,51.30,41.30,81.30,71.30,131.30,41.30,-750.00,94500.00
2020-09-15,2020-09-16,breakout,long,11600,17-Sep-2020,18.15,8.15,48.15,38.15,98.15,38.15,1500.00,96000.00
2020-09-16,2020-09-17,breakout,long,11650,17-Sep-2020,11.00,1.00,41.00,31.00,91.00,1.00,-750.00,95250.00
2020-09-21,2020-09-21,breakout,short,11150,24-Sep-2020,65.65,55.65,95.65,85.65,145.65,55.65,-750.00,94500.00
2020-09-22,2020-09-22,breakout,short,11150,24-Sep-2020,45.00,35.00,75.00,65.00,125.00,125.00,6000.00,100500.00
2020-10-05,2020-10-05,breakout,long,11550,08-Oct-2020,53.90,43.90,83.90,73.90,133.90,73.90,3000.00,103500.00
2020-10-06,2020-10-06,breakout,long,11700,08-Oct-2020,35.00,25.00,65.00,55.00,115.00,25.00,-1500.00,102000.00
2020-10-07,2020-10-08,breakout,long,11800,08-Oct-2020,15.20,5.20,45.20,35.20,95.20,95.20,12000.00,114000.00
2020-10-09,2020-10-09,breakout,long,12000,15-Oct-2020,72.00,62.00,102.00,92.00,152.00,62.00,-1500.00,112500.00
2020-10-16,2020-10-16,breakout,long,11800,22-Oct-2020,79.00,69.00,109.00,99.00,159.00,99.00,3000.00,115500.00
2020-10-19,2020-10-19,breakout,long,11950,22-Oct-2020,45.80,35.80,75.80,65.80,125.80,65.80,3000.00,118500.00
2020-10-27,2020-10-27,breakout,long,11950,29-Oct-2020,32.95,22.95,62.95,52.95,112.95,22.95,-1500.00,117000.00
2020-11-04,2020-11-04,breakout,long,11950,05-Nov-2020,40.00,30.00,70.00,60.00,120.00,60.00,3000.00,120000.00
2020-11-06,2020-11-06,breakout,long,12300,12-Nov-2020,78.00,68.00,108.00,98.00,158.00,68.00,-1500.00,118500.00
2020-11-09,2020-11-09,breakout,long,12500,12-Nov-2020,66.00,56.00,96.00,86.00,146.00,56.00,-1500.00,117000.00
2020-11-10,2020-11-10,breakout,long,12700,12-Nov-2020,55.00,45.00,85.00,75.00,135.00,45.00,-1500.00,115500.00
2020-11-11,2020-11-11,breakout,long,12800,12-Nov-2020,25.90,15.90,55.90,45.90,105.90,15.90,-1500.00,114000.00
2020-11-18,2020-11-19,breakout,long,13000,19-Nov-2020,14.40,4.40,44.40,34.40,94.40,4.40,-1500.00,112500.00
2020-11-20,2020-11-20,breakout,long,12900,26-Nov-2020,69.10,59.10,99.10,89.10,149.10,89.10,3000.00,115500.00
2020-11-23,2020-11-23,breakout,long,13000,26-Nov-2020,48.50,38.50,78.50,68.50,128.50,38.50,-1500.00,114000.00
2020-11-24,2020-11-24,breakout,long,13150,26-Nov-2020,33.65,23.65,63.65,53.65,113.65,23.65,-1500.00,112500.00
2020-12-01,2020-12-01,breakout,long,13150,03-Dec-2020,55.95,45.95,85.95,75.95,135.95,45.95,-1500.00,111000.00
2020-12-04,2020-12-04,breakout,long,13300,10-Dec-2020,69.15,59.15,99.15,89.15,149.15,59.15,-1500.00,109500.00
2020-12-07,2020-12-07,breakout,long,13400,10-Dec-2020,44.00,34.00,74.00,64.00,124.00,34.00,-1500.00,108000.00
2020-12-09,2020-12-10,breakout,long,13600,10-Dec-2020,12.05,2.05,42.05,32.05,92.05,2.05,-1500.00,106500.00
2020-12-14,2020-12-14,breakout,long,13600,17-Dec-2020,61.85,51.85,91.85,81.85,141.85,81.85,3000.00,109500.00
2020-12-16,2020-12-17,breakout,long,13700,17-Dec-2020,26.50,16.50,56.50,46.50,106.50,46.50,3000.00,112500.00
2020-12-22,2020-12-22,breakout,long,13500,24-Dec-2020,57.70,47.70,87.70,77.70,137.70,47.70,-1500.00,111000.00
2020-12-23,2020-12-24,breakout,long,13650,24-Dec-2020,17.95,7.95,47.95,37.95,97.95,97.95,12000.00,123000.00
2020-12-28,2020-12-28,breakout,long,13950,31-Dec-2020,51.20,41.20,81.20,71.20,131.20,41.20,-1500.00,121500.00
2021-01-04,2021-01-04,breakout,long,14200,07-Jan-2021,46.50,36.50,76.50,66.50,126.50,36.50,-1500.00,120000.00
2021-01-05,2021-01-05,breakout,long,14250,07-Jan-2021,34.50,24.50,64.50,54.50,114.50,24.50,-1500.00,118500.00
2021-01-08,2021-01-08,breakout,long,14400,14-Jan-2021,72.00,62.00,102.00,92.00,152.00,62.00,-1500.00,117000.00
2021-01-11,2021-01-11,BB_reversal,short,14450,14-Jan-2021,80.25,70.25,110.25,100.25,160.25,100.25,3000.00,120000.00
2021-01-11,2021-01-11,breakout,long,14550,14-Jan-2021,46.00,36.00,76.00,66.00,126.00,36.00,-1500.00,118500.00
2021-01-12,2021-01-12,breakout,long,14600,14-Jan-2021,49.50,39.50,79.50,69.50,129.50,39.50,-1500.00,117000.00
2021-01-19,2021-01-19,breakout,long,14600,21-Jan-2021,45.45,35.45,75.45,65.45,125.45,35.45,-1500.00,115500.00
2021-01-20,2021-01-21,breakout,long,14650,21-Jan-2021,23.10,13.10,53.10,43.10,103.10,43.10,3000.00,118500.00
2021-01-27,2021-01-27,BB_reversal,long,14000,28-Jan-2021,47.05,37.05,77.05,67.05,127.05,127.05,12000.00,130500.00
2021-01-29,2021-01-29,breakout,short,13600,04-Feb-2021,165.00,155.00,195.00,185.00,245.00,185.00,3000.00,133500.00
2021-02-01,2021-02-01,breakout,long,14400,04-Feb-2021,107.70,97.70,137.70,127.70,187.70,97.70,-1500.00,132000.00
2021-02-02,2021-02-02,breakout,long,14700,04-Feb-2021,76.40,66.40,106.40,96.40,156.40,96.40,3000.00,135000.00
2021-02-03,2021-02-03,breakout,long,14850,04-Feb-2021,25.00,15.00,55.00,45.00,105.00,45.00,3000.00,138000.00
2021-02-08,2021-02-08,breakout,long,15200,11-Feb-2021,75.25,65.25,105.25,95.25,155.25,65.25,-1500.00,136500.00
2021-02-15,2021-02-15,breakout,long,15400,18-Feb-2021,61.90,51.90,91.90,81.90,141.90,51.90,-1500.00,135000.00
2021-03-03,2021-03-03,breakout,long,15300,04-Mar-2021,33.00,23.00,63.00,53.00,113.00,23.00,-1500.00,133500.00
2021-03-15,2021-03-15,breakout,short,14850,18-Mar-2021,90.00,80.00,120.00,110.00,170.00,170.00,12000.00,145500.00
2021-03-17,2021-03-17,breakout,short,14650,18-Mar-2021,37.95,27.95,67.95,57.95,117.95,27.95,-1500.00,144000.00
2021-03-24,2021-03-24,breakout,short,14500,25-Mar-2021,39.00,29.00,69.00,59.00,119.00,59.00,3000.00,147000.00
2021-03-30,2021-03-30,breakout,long,14900,01-Apr-2021,68.00,58.00,98.00,88.00,148.00,88.00,3000.00,150000.00
2021-03-31,2021-03-31,breakout,short,14650,01-Apr-2021,40.00,30.00,70.00,60.00,120.00,60.00,3000.00,153000.00
2021-04-05,2021-04-05,breakout,short,14600,08-Apr-2021,91.00,81.00,121.00,111.00,171.00,171.00,12000.00,165000.00
2021-04-12,2021-04-12,BB_reversal,long,14400,15-Apr-2021,95.75,85.75,125.75,115.75,175.75,175.75,12000.00,177000.00
2021-04-12,2021-04-12,breakout,short,14300,15-Apr-2021,108.00,98.00,138.00,128.00,188.00,128.00,3000.00,180000.00
2021-04-20,2021-04-20,breakout,short,14250,22-Apr-2021,72.00,62.00,102.00,92.00,152.00,92.00,3000.00,183000.00
2021-04-27,2021-04-27,breakout,long,14700,29-Apr-2021,56.00,46.00,86.00,76.00,136.00,46.00,-1500.00,181500.00
2021-04-28,2021-04-28,BB_reversal,short,14800,29-Apr-2021,40.10,30.10,70.10,60.10,120.10,120.10,12000.00,193500.00
2021-04-28,2021-04-28,breakout,long,14900,29-Apr-2021,34.70,24.70,64.70,54.70,114.70,54.70,3000.00,196500.00
2021-04-30,2021-04-30,breakout,short,14550,06-May-2021,129.00,119.00,159.00,149.00,209.00,119.00,-1500.00,195000.00
2021-05-04,2021-05-04,breakout,short,14450,06-May-2021,71.00,61.00,101.00,91.00,151.00,91.00,3000.00,198000.00
2021-05-07,2021-05-07,breakout,long,14850,12-May-2021,97.00,87.00,127.00,117.00,177.00,117.00,3000.00,201000.00
2021-05-10,2021-05-11,breakout,long,15000,12-May-2021,55.00,45.00,85.00,75.00,135.00,45.00,-1500.00,199500.00
2021-05-17,2021-05-17,breakout,long,14950,20-May-2021,78.00,68.00,108.00,98.00,158.00,68.00,-1500.00,198000.00
2021-05-18,2021-05-18,breakout,long,15150,20-May-2021,60.50,50.50,90.50,80.50,140.50,50.50,-1500.00,196500.00
2021-05-21,2021-05-21,breakout,long,15250,27-May-2021,90.05,80.05,120.05,110.05,170.05,80.05,-1500.00,195000.00
2021-05-26,2021-05-27,breakout,long,15350,27-May-2021,19.20,9.20,49.20,39.20,99.20,9.20,-1500.00,193500.00
2021-05-28,2021-05-28,breakout,long,15500,03-Jun-2021,66.50,56.50,96.50,86.50,146.50,86.50,3000.00,196500.00
2021-05-31,2021-05-31,breakout,long,15650,03-Jun-2021,30.85,20.85,60.85,50.85,110.85,20.85,-1500.00,195000.00
2021-06-07,2021-06-07,breakout,long,15800,10-Jun-2021,52.00,42.00,82.00,72.00,132.00,42.00,-1500.00,193500.00
2021-06-11,2021-06-11,breakout,long,15850,17-Jun-2021,57.00,47.00,87.00,77.00,137.00,77.00,3000.00,196500.00
2021-06-25,2021-06-28,breakout,long,15900,01-Jul-2021,57.10,47.10,87.10,77.10,137.10,47.10,-1500.00,195000.00
2021-07-05,2021-07-06,breakout,long,15900,08-Jul-2021,23.80,13.80,53.80,43.80,103.80,43.80,3000.00,198000.00
2021-07-20,2021-07-20,breakout,short,15550,22-Jul-2021,13.40,3.40,43.40,33.40,93.40,33.40,3000.00,201000.00
2021-07-27,2021-07-27,breakout,short,15700,29-Jul-2021,34.00,24.00,64.00,54.00,114.00,54.00,3000.00,204000.00
2021-08-02,2021-08-03,breakout,long,15950,05-Aug-2021,26.65,16.65,56.65,46.65,106.65,106.65,12000.00,216000.00
2021-08-03,2021-08-03,breakout,long,16150,05-Aug-2021,46.00,36.00,76.00,66.00,126.00,36.00,-1500.00,214500.00
2021-08-13,2021-08-13,breakout,long,16550,18-Aug-2021,53.60,43.60,83.60,73.60,133.60,43.60,-1500.00,213000.00
2021-08-17,2021-08-18,breakout,long,16650,18-Aug-2021,12.00,2.00,42.00,32.00,92.00,32.00,3000.00,216000.00
2021-08-23,2021-08-23,breakout,long,16550,26-Aug-2021,41.70,31.70,71.70,61.70,121.70,61.70,3000.00,219000.00
2021-08-24,2021-08-24,breakout,long,16650,26-Aug-2021,27.80,17.80,57.80,47.80,107.80,17.80,-1500.00,217500.00
2021-08-27,2021-08-27,breakout,long,16750,02-Sep-2021,53.00,43.00,83.00,73.00,133.00,43.00,-1500.00,216000.00
2021-08-30,2021-08-30,breakout,long,17000,02-Sep-2021,37.50,27.50,67.50,57.50,117.50,27.50,-1500.00,214500.00
2021-08-31,2021-08-31,breakout,long,17200,02-Sep-2021,25.00,15.00,55.00,45.00,105.00,15.00,-1500.00,213000.00
2021-09-03,2021-09-03,breakout,long,17350,09-Sep-2021,77.15,67.15,107.15,97.15,157.15,67.15,-1500.00,211500.00
2021-09-15,2021-09-15,breakout,long,17550,16-Sep-2021,17.35,7.35,47.35,37.35,97.35,7.35,-1500.00,210000.00
2021-09-21,2021-09-21,breakout,long,17600,23-Sep-2021,50.95,40.95,80.95,70.95,130.95,40.95,-1500.00,208500.00
2021-10-04,2021-10-04,breakout,long,17750,07-Oct-2021,67.55,57.55,97.55,87.55,147.55,87.55,3000.00,211500.00
