entryDate,exitDate,signalType,side,strike,expiry,entryLimit,initialStop,target1,trailingStop,finalTarget,exitPrice,profit,capitalAfter
2023-07-19,2023-07-20,breakout,long,19900,20-Jul-23,16.00,6.00,46.00,36.00,96.00,36.00,12000.00,813000.00
2023-07-26,2023-07-26,breakout,long,19800,27-Jul-23,33.70,23.70,63.70,53.70,113.70,53.70,12000.00,825000.00
2023-07-31,2023-07-31,breakout,long,19800,03-Aug-23,44.85,34.85,74.85,64.85,124.85,34.85,-6000.00,819000.00
2023-08-11,2023-08-14,breakout,short,19350,17-Aug-23,30.80,20.80,60.80,50.80,110.80,110.80,48000.00,867000.00
2023-08-18,2023-08-18,breakout,short,19250,24-Aug-23,60.95,50.95,90.95,80.95,140.95,80.95,12000.00,879000.00
2023-08-25,2023-08-25,breakout,short,19200,31-Aug-23,75.95,65.95,105.95,95.95,155.95,65.95,-6000.00,873000.00
2023-09-01,2023-09-01,breakout,long,19450,07-Sep-23,72.95,62.95,102.95,92.95,152.95,62.95,-6000.00,867000.00
2023-09-04,2023-09-06,breakout,long,19600,07-Sep-23,26.00,16.00,56.00,46.00,106.00,16.00,-6000.00,861000.00
2023-09-06,2023-09-07,breakout,long,19650,07-Sep-23,6.35,-3.65,36.35,26.35,86.35,86.35,48000.00,909000.00
2023-09-08,2023-09-08,breakout,long,19850,14-Sep-23,63.00,53.00,93.00,83.00,143.00,83.00,13500.00,922500.00
2023-09-11,2023-09-11,breakout,long,20050,14-Sep-23,48.75,38.75,78.75,68.75,128.75,38.75,-6750.00,915750.00
2023-09-13,2023-09-13,breakout,long,20100,14-Sep-23,28.30,18.30,58.30,48.30,108.30,48.30,13500.00,929250.00
2023-10-09,2023-10-09,breakout,short,19450,12-Oct-23,57.15,47.15,87.15,77.15,137.15,47.15,-6750.00,922500.00
2023-10-13,2023-10-13,breakout,short,19700,19-Oct-23,66.00,56.00,96.00,86.00,146.00,86.00,13500.00,936000.00
2023-10-18,2023-10-19,breakout,short,19600,19-Oct-23,14.00,4.00,44.00,34.00,94.00,34.00,13500.00,949500.00
2023-10-20,2023-10-23,breakout,short,19500,26-Oct-23,71.05,61.05,101.05,91.05,151.05,151.05,54000.00,1003500.00
2023-10-23,2023-10-23,breakout,short,19250,26-Oct-23,69.00,59.00,99.00,89.00,149.00,89.00,15000.00,1018500.00
2023-10-25,2023-10-25,breakout,short,19100,26-Oct-23,31.95,21.95,61.95,51.95,111.95,51.95,15000.00,1033500.00
2023-10-31,2023-10-31,breakout,short,19050,02-Nov-23,43.35,33.35,73.35,63.35,123.35,33.35,-7500.00,1026000.00
2023-11-01,2023-11-01,breakout,short,18950,02-Nov-23,35.00,25.00,65.00,55.00,115.00,25.00,-7500.00,1018500.00
2023-11-28,2023-11-28,breakout,long,19950,30-Nov-23,49.00,39.00,79.00,69.00,129.00,39.00,-7500.00,1011000.00
2023-11-29,2023-11-29,breakout,long,20150,30-Nov-23,30.00,20.00,60.00,50.00,110.00,20.00,-7500.00,1003500.00
2023-12-01,2023-12-01,breakout,long,20300,07-Dec-23,101.00,91.00,131.00,121.00,181.00,121.00,15000.00,1018500.00
2023-12-04,2023-12-04,breakout,long,20750,07-Dec-23,69.20,59.20,99.20,89.20,149.20,59.20,-7500.00,1011000.00
2023-12-05,2023-12-05,breakout,long,20900,07-Dec-23,60.05,50.05,90.05,80.05,140.05,50.05,-7500.00,1003500.00
2023-12-06,2023-12-06,breakout,long,21000,07-Dec-23,24.50,14.50,54.50,44.50,104.50,44.50,15000.00,1018500.00
2023-12-08,2023-12-08,breakout,long,21000,14-Dec-23,107.50,97.50,137.50,127.50,187.50,127.50,15000.00,1033500.00
2023-12-15,2023-12-15,breakout,long,21500,21-Dec-23,110.50,100.50,140.50,130.50,190.50,130.50,15000.00,1048500.00
2023-12-26,2023-12-26,breakout,long,21500,28-Dec-23,73.60,63.60,103.60,93.60,153.60,93.60,15000.00,1063500.00
2023-12-27,2023-12-27,breakout,long,21700,28-Dec-23,44.10,34.10,74.10,64.10,124.10,34.10,-7500.00,1056000.00
2024-01-10,2024-01-10,breakout,long,21700,11-Jan-24,25.00,15.00,55.00,45.00,105.00,15.00,-7500.00,1048500.00
2024-01-12,2024-01-12,breakout,long,21950,18-Jan-24,117.20,107.20,147.20,137.20,197.20,137.20,15000.00,1063500.00
2024-01-15,2024-01-15,breakout,long,22150,18-Jan-24,85.00,75.00,115.00,105.00,165.00,75.00,-7500.00,1056000.00
2024-01-23,2024-01-23,breakout,short,21200,25-Jan-24,101.15,91.15,131.15,121.15,181.15,121.15,15000.00,1071000.00
2024-01-29,2024-01-29,breakout,long,21800,01-Feb-24,156.50,146.50,186.50,176.50,236.50,146.50,-7500.00,1063500.00
2024-01-30,2024-01-30,breakout,short,21500,01-Feb-24,114.90,104.90,144.90,134.90,194.90,104.90,-7500.00,1056000.00
2024-01-31,2024-01-31,breakout,long,21750,01-Feb-24,103.55,93.55,133.55,123.55,183.55,123.55,15000.00,1071000.00
2024-02-02,2024-02-02,breakout,long,21900,08-Feb-24,133.00,123.00,163.00,153.00,213.00,213.00,60000.00,1131000.00
2024-02-06,2024-02-06,breakout,long,22000,08-Feb-24,83.00,73.00,113.00,103.00,163.00,73.00,-8250.00,1122750.00
2024-02-12,2024-02-12,breakout,short,21550,15-Feb-24,95.00,85.00,125.00,115.00,175.00,115.00,16500.00,1139250.00
2024-02-16,2024-02-16,breakout,long,22100,22-Feb-24,115.00,105.00,145.00,135.00,195.00,135.00,16500.00,1155750.00
2024-02-19,2024-02-19,breakout,long,22150,22-Feb-24,101.00,91.00,131.00,121.00,181.00,121.00,16500.00,1172250.00
2024-02-20,2024-02-20,breakout,long,22250,22-Feb-24,75.50,65.50,105.50,95.50,155.50,65.50,-8250.00,1164000.00
2024-02-27,2024-02-27,breakout,long,22250,29-Feb-24,67.00,57.00,97.00,87.00,147.00,87.00,16500.00,1180500.00
2024-03-01,2024-03-01,breakout,long,22400,07-Mar-24,123.10,113.10,153.10,143.10,203.10,113.10,-8250.00,1172250.00
2024-03-06,2024-03-06,breakout,long,22550,07-Mar-24,33.50,23.50,63.50,53.50,113.50,23.50,-8250.00,1164000.00
2024-03-15,2024-03-15,breakout,short,21950,21-Mar-24,82.60,72.60,112.60,102.60,162.60,102.60,16500.00,1180500.00
2024-03-19,2024-03-19,breakout,short,21750,21-Mar-24,61.00,51.00,91.00,81.00,141.00,51.00,-8250.00,1172250.00
2024-04-01,2024-04-01,breakout,long,22500,04-Apr-24,91.50,81.50,121.50,111.50,171.50,111.50,16500.00,1188750.00
2024-04-08,2024-04-08,breakout,long,22700,10-Apr-24,67.50,57.50,97.50,87.50,147.50,87.50,16500.00,1205250.00
2024-04-22,2024-04-22,breakout,long,22400,25-Apr-24,99.65,89.65,129.65,119.65,179.65,89.65,-9000.00,1196250.00
2024-04-29,2024-04-29,breakout,long,22700,02-May-24,70.00,60.00,100.00,90.00,150.00,60.00,-8250.00,1188000.00
2024-05-03,2024-05-03,breakout,short,22400,09-May-24,87.60,77.60,117.60,107.60,167.60,107.60,16500.00,1204500.00
2024-05-07,2024-05-07,breakout,short,22250,09-May-24,70.60,60.60,100.60,90.60,150.60,90.60,18000.00,1222500.00
2024-05-17,2024-05-17,breakout,long,22500,23-May-24,102.90,92.90,132.90,122.90,182.90,122.90,18000.00,1240500.00
2024-05-22,2024-05-22,breakout,long,22650,23-May-24,44.30,34.30,74.30,64.30,124.30,34.30,-9000.00,1231500.00
2024-06-03,2024-06-03,BB_reversal,short,23250,06-Jun-24,295.00,285.00,325.00,315.00,375.00,375.00,72000.00,1303500.00
2024-06-03,2024-06-03,breakout,long,23350,06-Jun-24,340.00,330.00,370.00,360.00,420.00,330.00,-9750.00,1293750.00
2024-06-04,2024-06-04,BB_reversal,long,22050,06-Jun-24,173.45,163.45,203.45,193.45,253.45,253.45,72000.00,1365750.00
2024-06-04,2024-06-04,breakout,short,21950,06-Jun-24,311.25,301.25,341.25,331.25,391.25,391.25,78000.00,1443750.00
2024-06-05,2024-06-05,breakout,long,22600,06-Jun-24,105.00,95.00,135.00,125.00,185.00,125.00,21000.00,1464750.00
2024-06-07,2024-06-07,breakout,long,23300,13-Jun-24,203.00,193.00,233.00,223.00,283.00,193.00,-10500.00,1454250.00
2024-06-24,2024-06-24,breakout,long,23600,27-Jun-24,84.00,74.00,114.00,104.00,164.00,74.00,-10500.00,1443750.00
2024-06-25,2024-06-25,breakout,long,23750,27-Jun-24,78.45,68.45,108.45,98.45,158.45,68.45,-10500.00,1433250.00
2024-06-26,2024-06-26,breakout,long,23900,27-Jun-24,45.05,35.05,75.05,65.05,125.05,65.05,21000.00,1454250.00
2024-07-01,2024-07-01,breakout,long,24150,04-Jul-24,113.15,103.15,143.15,133.15,193.15,103.15,-10500.00,1443750.00
2024-07-03,2024-07-03,breakout,long,24350,04-Jul-24,39.75,29.75,69.75,59.75,119.75,59.75,21000.00,1464750.00
2024-07-09,2024-07-09,breakout,long,24450,11-Jul-24,68.10,58.10,98.10,88.10,148.10,88.10,21000.00,1485750.00
2024-07-12,2024-07-12,breakout,long,24550,18-Jul-24,93.05,83.05,123.05,113.05,173.05,113.05,21000.00,1506750.00
2024-07-15,2024-07-16,breakout,long,24650,18-Jul-24,66.10,56.10,96.10,86.10,146.10,86.10,22500.00,1529250.00
2024-07-26,2024-07-26,BB_reversal,short,24800,01-Aug-24,93.00,83.00,123.00,113.00,173.00,173.00,90000.00,1619250.00
2024-07-26,2024-07-26,breakout,long,24900,01-Aug-24,112.00,102.00,142.00,132.00,192.00,102.00,-12000.00,1607250.00
2024-07-31,2024-07-31,breakout,long,25050,01-Aug-24,40.60,30.60,70.60,60.60,120.60,30.60,-12000.00,1595250.00
2024-08-05,2024-08-05,BB_reversal,long,24100,08-Aug-24,179.50,169.50,209.50,199.50,259.50,259.50,90000.00,1685250.00
2024-08-05,2024-08-05,breakout,short,24000,08-Aug-24,175.00,165.00,205.00,195.00,255.00,255.00,96000.00,1781250.00
2024-08-13,2024-08-13,breakout,short,24100,14-Aug-24,53.90,43.90,83.90,73.90,133.90,73.90,25500.00,1806750.00
2024-08-20,2024-08-20,breakout,long,24700,22-Aug-24,67.10,57.10,97.10,87.10,147.10,87.10,27000.00,1833750.00
2024-08-21,2024-08-22,breakout,long,24850,22-Aug-24,17.95,7.95,47.95,37.95,97.95,7.95,-13500.00,1820250.00
2024-08-26,2024-08-26,breakout,long,25050,29-Aug-24,86.55,76.55,116.55,106.55,166.55,106.55,27000.00,1847250.00
2024-08-30,2024-08-30,breakout,long,25300,05-Sep-24,115.15,105.15,145.15,135.15,195.15,105.15,-13500.00,1833750.00
2024-09-09,2024-09-09,breakout,long,25000,12-Sep-24,73.55,63.55,103.55,93.55,153.55,63.55,-13500.00,1820250.00
2024-09-10,2024-09-10,breakout,long,25100,12-Sep-24,43.95,33.95,73.95,63.95,123.95,63.95,27000.00,1847250.00
2024-09-12,2024-09-12,breakout,long,25350,12-Sep-24,29.00,19.00,59.00,49.00,109.00,49.00,27000.00,1874250.00
2024-09-20,2024-09-20,breakout,long,25850,26-Sep-24,91.80,81.80,121.80,111.80,171.80,111.80,27000.00,1901250.00
2024-09-23,2024-09-23,breakout,long,26000,26-Sep-24,66.50,56.50,96.50,86.50,146.50,86.50,28500.00,1929750.00
2024-10-04,2024-10-04,BB_reversal,long,25100,10-Oct-24,150.00,140.00,180.00,170.00,230.00,230.00,114000.00,2043750.00
2024-11-04,2024-11-04,BB_reversal,long,24050,07-Nov-24,152.85,142.85,182.85,172.85,232.85,232.85,120000.00,2163750.00
2024-11-13,2024-11-13,BB_reversal,long,23650,14-Nov-24,57.95,47.95,87.95,77.95,137.95,137.95,126000.00,2289750.00
2024-12-02,2024-12-02,breakout,long,24350,05-Dec-24,122.10,112.10,152.10,142.10,202.10,142.10,33000.00,2322750.00
2024-12-03,2024-12-03,breakout,long,24500,05-Dec-24,87.00,77.00,117.00,107.00,167.00,107.00,34500.00,2357250.00
2024-12-13,2024-12-13,breakout,long,24850,19-Dec-24,110.00,100.00,140.00,130.00,190.00,100.00,-17250.00,2340000.00
2024-12-18,2024-12-18,BB_reversal,long,24250,19-Dec-24,47.90,37.90,77.90,67.90,127.90,127.90,138000.00,2478000.00
2024-12-20,2024-12-20,BB_reversal,long,23700,26-Dec-24,144.00,134.00,174.00,164.00,224.00,224.00,144000.00,2622000.00
2024-12-20,2024-12-20,breakout,short,23600,26-Dec-24,152.00,142.00,182.00,172.00,232.00,172.00,39000.00,2661000.00
2024-12-30,2024-12-30,breakout,short,23600,02-Jan-25,74.65,64.65,104.65,94.65,154.65,94.65,39000.00,2700000.00
2025-01-03,2025-01-03,breakout,short,23950,09-Jan-25,128.90,118.90,158.90,148.90,208.90,118.90,-20250.00,2679750.00
2025-01-06,2025-01-06,breakout,short,23600,09-Jan-25,160.80,150.80,190.80,180.80,240.80,180.80,39000.00,2718750.00
2025-01-10,2025-01-10,breakout,short,23400,16-Jan-25,118.15,108.15,148.15,138.15,198.15,198.15,162000.00,2880750.00
2025-01-13,2025-01-13,BB_reversal,long,23150,16-Jan-25,115.10,105.10,145.10,135.10,195.10,195.10,168000.00,3048750.00
2025-01-13,2025-01-13,breakout,short,23050,16-Jan-25,86.40,76.40,116.40,106.40,166.40,106.40,45000.00,3093750.00
2025-01-17,2025-01-17,breakout,short,23150,23-Jan-25,119.60,109.60,149.60,139.60,199.60,199.60,180000.00,3273750.00
2025-01-21,2025-01-21,breakout,short,23000,23-Jan-25,76.35,66.35,106.35,96.35,156.35,96.35,48000.00,3321750.00
2025-01-24,2025-01-24,breakout,short,23050,30-Jan-25,125.80,115.80,155.80,145.80,205.80,145.80,49500.00,3371250.00
2025-01-27,2025-01-27,BB_reversal,long,22850,30-Jan-25,138.65,128.65,168.65,158.65,218.65,218.65,198000.00,3569250.00
2025-01-27,2025-01-27,breakout,short,22750,30-Jan-25,107.75,97.75,137.75,127.75,187.75,127.75,52500.00,3621750.00
2025-02-04,2025-02-04,breakout,long,23750,06-Feb-25,59.30,49.30,89.30,79.30,139.30,79.30,54000.00,3675750.00
2025-02-11,2025-02-11,BB_reversal,long,23100,13-Feb-25,99.00,89.00,129.00,119.00,179.00,179.00,216000.00,3891750.00
2025-02-11,2025-02-11,breakout,short,23000,13-Feb-25,67.00,57.00,97.00,87.00,147.00,87.00,57000.00,3948750.00
2025-02-14,2025-02-14,breakout,short,22850,20-Feb-25,114.45,104.45,144.45,134.45,194.45,194.45,234000.00,4182750.00
2025-02-21,2025-02-21,breakout,short,22700,27-Feb-25,90.85,80.85,120.85,110.85,170.85,110.85,61500.00,4244250.00
2025-02-24,2025-02-24,breakout,short,22500,27-Feb-25,48.50,38.50,78.50,68.50,128.50,68.50,63000.00,4307250.00
2025-02-28,2025-02-28,BB_reversal,long,22200,06-Mar-25,123.90,113.90,153.90,143.90,203.90,203.90,258000.00,4565250.00
2025-02-28,2025-02-28,breakout,short,22100,06-Mar-25,100.00,90.00,130.00,120.00,180.00,120.00,67500.00,4632750.00
2025-03-04,2025-03-04,breakout,short,22050,06-Mar-25,76.20,66.20,106.20,96.20,156.20,96.20,69000.00,4701750.00
2025-03-10,2025-03-10,breakout,short,22400,13-Mar-25,87.00,77.00,117.00,107.00,167.00,77.00,-35250.00,4666500.00
2025-03-21,2025-03-21,breakout,long,23400,27-Mar-25,104.50,94.50,134.50,124.50,184.50,124.50,69000.00,4735500.00
2025-03-24,2025-03-24,breakout,long,23700,27-Mar-25,133.80,123.80,163.80,153.80,213.80,123.80,-35250.00,4700250.00
2025-04-02,2025-04-03,breakout,long,23400,03-Apr-25,29.80,19.80,59.80,49.80,109.80,19.80,-35250.00,4665000.00
2025-04-04,2025-04-04,BB_reversal,long,22950,09-Apr-25,82.45,72.45,112.45,102.45,162.45,162.45,276000.00,4941000.00
2025-04-07,2025-04-07,BB_reversal,long,22300,09-Apr-25,256.00,246.00,286.00,276.00,336.00,246.00,-36750.00,4904250.00
2025-04-07,2025-04-07,breakout,short,22200,09-Apr-25,250.00,240.00,280.00,270.00,330.00,330.00,294000.00,5198250.00
2025-04-15,2025-04-15,breakout,long,23400,17-Apr-25,54.55,44.55,84.55,74.55,134.55,134.55,306000.00,5504250.00
2025-04-21,2025-04-21,breakout,long,24150,24-Apr-25,97.90,87.90,127.90,117.90,177.90,117.90,82500.00,5586750.00
2025-04-23,2025-04-23,breakout,long,24350,24-Apr-25,36.70,26.70,66.70,56.70,116.70,56.70,82500.00,5669250.00
2025-04-28,2025-04-28,breakout,long,24350,30-Apr-25,86.70,76.70,116.70,106.70,166.70,106.70,84000.00,5753250.00
2025-05-05,2025-05-05,breakout,long,24500,08-May-25,71.00,61.00,101.00,91.00,151.00,91.00,85500.00,5838750.00
2025-05-12,2025-05-12,BB_reversal,short,24850,15-May-25,147.90,137.90,177.90,167.90,227.90,227.90,348000.00,6186750.00
2025-05-12,2025-05-12,breakout,long,24950,15-May-25,197.35,187.35,227.35,217.35,277.35,187.35,-45750.00,6141000.00
2025-05-23,2025-05-23,breakout,long,24900,29-May-25,184.05,174.05,214.05,204.05,264.05,204.05,91500.00,6232500.00
2025-05-26,2025-05-26,breakout,long,25050,29-May-25,185.75,175.75,215.75,205.75,265.75,205.75,93000.00,6325500.00
2025-06-06,2025-06-06,breakout,long,25050,12-Jun-25,140.35,130.35,170.35,160.35,220.35,160.35,94500.00,6420000.00
2025-06-13,2025-06-13,breakout,short,24700,19-Jun-25,170.00,160.00,200.00,190.00,250.00,250.00,384000.00,6804000.00
2025-06-16,2025-06-16,breakout,long,25000,19-Jun-25,100.95,90.95,130.95,120.95,180.95,120.95,102000.00,6906000.00
2025-06-20,2025-06-20,breakout,long,25150,26-Jun-25,118.30,108.30,148.30,138.30,198.30,138.30,103500.00,7009500.00
2025-06-24,2025-06-24,breakout,long,25100,26-Jun-25,87.00,77.00,117.00,107.00,167.00,167.00,420000.00,7429500.00
2025-06-27,2025-06-27,breakout,long,25700,03-Jul-25,106.70,96.70,136.70,126.70,186.70,126.70,111000.00,7540500.00
2025-07-04,2025-07-04,breakout,long,25500,10-Jul-25,116.35,106.35,146.35,136.35,196.35,106.35,-56250.00,7484250.00
2025-07-08,2025-07-08,breakout,long,25550,10-Jul-25,77.35,67.35,107.35,97.35,157.35,67.35,-55500.00,7428750.00
2025-07-14,2025-07-14,BB_reversal,long,25150,17-Jul-25,79.65,69.65,109.65,99.65,159.65,99.65,111000.00,7539750.00
2025-07-18,2025-07-18,breakout,short,24900,24-Jul-25,71.00,61.00,101.00,91.00,151.00,91.00,112500.00,7652250.00
2025-07-25,2025-07-25,breakout,short,24800,31-Jul-25,85.15,75.15,115.15,105.15,165.15,105.15,114000.00,7766250.00